,Nº do projecto,Nome,Tema,Link,Resolução,Instrumento,Palavras Chave,Género/Categoria,Categorias,Concelho,Distrito/Ilha,Região,Data,Ano,Realizador,Som,Produção,Apoio,Assistência,Pesquisa,Historia (textos que acompanham vídeos),Outras Informações,Contactos,Biografias
v,2250,Coro dos Anjos,Borboleta de Tiago Jesus e André Morais,https://vimeo.com/338750998,1920 x 1080,"Voz, viola acústica",coro,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,27 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia e Aurelia Symonite,,,,,,,,
v,2250,Coro dos Anjos,"Pespontos , música de Nicolas Farrugia e letra de Piera Schnaider",https://vimeo.com/339144769,1920 x 1080,"Voz, viola acústica",coro,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,27 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia e Aurelia Symonite,,,,,,,,
v,2250,Coro dos Anjos,“Labuta” ou “Vira de quatro” do Rancho do Covão do Coelho,https://vimeo.com/338952552,2048 × 1080,Voz,coro,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,27 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia e Aurelia Symonite,,,,,,,,
v,2250,Coro dos Anjos,Rainha Mãe (autoria: Teresa Charata e Andrea Vertessen),https://vimeo.com/851739770,1920 x 1080,Voz,"coro, acapella",Não categorizado,Música narrativa,Lousã,Coimbra,Centro,3 de agosto de 2023,2023,"Colectivo Serpins, Abel Andrade, Tiago pereira e Cristina Garcia","Colectivo Serpins, Abel Andrade, Tiago pereira e Cristina Garcia",,,,,Montagem e cor: Tiago Pereira,,,
v,2251,Anneke Martins,Canção de Maio,https://vimeo.com/339160175,1920 x 1080,Violino,"instrumental, criança",Não categorizado,Música instrumental,Arroios,Lisboa,Estremadura,27 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #17,,,
v,2253,Cantadores de Beringel,Linda Rosa,https://vimeo.com/697737146,1920 x 1080,Voz,cante,Não categorizado,Música narrativa,Beringel,Beja,Alentejo,9 de abril de 2022,2022,Tiago Pereira,Cristina Enes Garcia,"Junta de Freguesia de Beringel, Florêncio Cacete",Junta de Freguesia de Beringel,,,,,,
v,2253,Cantadores de Beringel,A Lua Pela Janela,https://vimeo.com/340215756,1920 x 1080,Voz,cante,Não categorizado,Música narrativa,Beringel,Beja,Alentejo,31 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"André Tomé, Centro Unesco em Beja","Câmara Municipal de Beja, FEDER",,,,,,
v,2253,Cantadores de Beringel,Erva Cidreira,https://vimeo.com/339704282,1920 x 1080,Voz,cante,Não categorizado,Música narrativa,Beringel,Beja,Alentejo,31 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"André Tomé, Centro Unesco em Beja","Câmara Municipal de Beja, FEDER",,,,,,
v,2253,Cantadores de Beringel,Cantadinhas de Beringel,https://vimeo.com/340215943,1920 x 1080,Voz,cante,Não categorizado,Música narrativa,Beringel,Beja,Alentejo,31 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"André Tomé, Centro Unesco em Beja","Câmara Municipal de Beja, FEDER",,,,,,
v,2254,Erich Martins,Metamorfose Ambulante,https://vimeo.com/340178050,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,27 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #19,,,
xv,2255,Lara Mesquita,“Remédio Santo” de Marta Plantier,https://vimeo.com/340178129,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,27 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #20,,,
xv,2256,Marlene Santos,Borbulhas de Amor,https://vimeo.com/340220084,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,27 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #21,,,
v,2257,Cantadores da Mombeja,Mombeja é Nossa Terra,https://vimeo.com/340213809,1920 x 1080,Voz,cante,Não categorizado,Música narrativa,Mombeja,Beja,Baixo Alentejo,31 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"André Tomé, Centro Unesco em Beja","Câmara Municipal de Beja, FEDER",,,,,,
v,2257,Cantadores da Mombeja,Beja és a capital,https://vimeo.com/340213990,1920 x 1080,Voz,cante,Não categorizado,Música narrativa,Mombeja,Beja,Baixo Alentejo,31 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"André Tomé, Centro Unesco em Beja","Câmara Municipal de Beja, FEDER",,,,,,
v,2257,Cantadores da Mombeja,O Ganhão,https://vimeo.com/340214208,1920 x 1080,Voz,cante,Não categorizado,Música narrativa,Mombeja,Beja,Baixo Alentejo,31 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"André Tomé, Centro Unesco em Beja","Câmara Municipal de Beja, FEDER",,,,,,
xv,2258,Cantadeiras de São Pedro,Fui ao céu por um novelo,https://vimeo.com/340731404,1920 x 1080,Voz,"cantadeiras, feminino",Não categorizado,Música narrativa,Funchal,Madeira,Ilha da Madeira,6 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,,Secretaria Regional de Educação,,,,,,
v,2259,Henrique Rodrigues,Dança dos Montanheses de Carlos Paredes,https://vimeo.com/341113290,1920 x 1080,Rajão,instrumental,Não categorizado,Música instrumental,Funchal,Madeira,Ilha da Madeira,7 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,,Secretaria Regional de Educação,,,,,,
v,2260,Eleutério Nóbrega e Helena Camacho,Bailinho,https://vimeo.com/341113378,1920 x 1080,"Voz, viola de arame",duo,Não categorizado,Música narrativa,Funchal,Madeira,Ilha da Madeira,8 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Rui Camacho,Secretaria Regional de Educação,,,,,,
v,2261,Grupo de Bandolins da Casa do Povo do Curral das Freiras,"Oh Ana, Ilha dos vidros",https://vimeo.com/341569194,1920 x 1080,"Voz, bandolim","grupo, infantil",Não categorizado,Música infantil,Lapa dos Lobos,Madeira,Ilha da Madeira,8 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Ricardo Mota,Secretaria Regional de Educação,,,,,,
xv,2261,Grupo de Bandolins da Casa do Povo do Curral das Freiras,Vejam bem de José Afonso,https://vimeo.com/341126081,1920 x 1080,"Voz, bandolim","grupo, infantil, zeca afonso",Não categorizado,Música narrativa,Lapa dos Lobos,Madeira,Ilha da Madeira,8 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Ricardo Mota,Secretaria Regional de Educação,,,,,,
xv,2262,Eleutério Nóbrega,Velho godê lho,https://vimeo.com/341172587,1920 x 1080,Voz,"lengalenga, estória, tradição oral",Não categorizado,Música narrativa,Funchal,Madeira,Ilha da Madeira,8 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Ricardo Mota,Secretaria Regional de Educação,,,,,,
v,2263,"João Gouveia e amigos da Referta, Porto da Cruz",Xaramba,https://vimeo.com/341538211,1920 x 1080,"Voz, viola de arame, braguinha",,Não categorizado,Música narrativa,Santana,Madeira,Ilha da Madeira,5 de março de 2015,2015,Tiago Pereira,Telma Morna,Rui Camacho,Secretaria Regional de Educação,,,,,,
v,2265,Pedro Calado,Moda do Bombo,https://vimeo.com/343090564,1920 x 1080,Voz,"moda, percussão",Não categorizado,Música instrumental,Arroios,Lisboa,Estremadura,18 de junho de 2019,2019,Tiago Pereira,Raquel Fernandes,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #21,,,
xv,2266,Mia Distonia,Hanging out with the T Girls,https://vimeo.com/343178426,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,18 de junho de 2019,2019,Tiago Pereira,Raquel Fernandes,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #22,,,
v,2267,Kelly Martins,Se esta rua fosse minha,https://vimeo.com/343495452,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,18 de junho de 2019,2019,Tiago Pereira,Raquel Fernandes,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #23,,,
v,2269,"João Queirós, acompanhado por Simão Mota e Humberto Matias",Fado Solitário,https://vimeo.com/343967703,1920 x 1080,"Voz, viola acústica, guitarra portuguesa",fado,Não categorizado,Música narrativa,Coimbra,Coimbra,Centro,27 de dezembro de 2018,2018,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
v,2269,"João Queirós, acompanhado por Simão Mota e Humberto Matias",Água da fonte é louca,https://vimeo.com/343967912,1920 x 1080,"Voz, viola acústica, guitarra portuguesa",fado,Não categorizado,Música narrativa,Coimbra,Coimbra,Centro,27 de dezembro de 2018,2018,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
v,2270,Telma,Valsa do Astronauta,https://vimeo.com/344635058,1920 x 1080,Voz,acapella,Não categorizado,Música narrativa,Baleizão,Beja,Alentejo,25 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
v,2271,João Carrascal,Turismo e Capitalismo,https://vimeo.com/1031060540,1920 x 1080,Voz,"narrador, estória, tradição oral, cantiga",Histórias de Vida,História,Serpa,Beja,Alentejo,25 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,,,,,,,
v,2271,João Carrascal,O regresso do Ti Manel e da Ti Maria,https://vimeo.com/1031059074,1920 x 1080,Voz,"narrador, estória, tradição oral, cantiga",Histórias de Vida,História,Serpa,Beja,Alentejo,25 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,,,,,,,
xv,2271,João Carrascal,A pulga e o piolho,https://vimeo.com/344643370,1920 x 1080,Voz,"narrador, estória, tradição oral, cantiga",Histórias de Vida,História,Serpa,Beja,Alentejo,25 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,Câmara Municipal de Serpa,,,,,,
v,2273,Elsa Paiva,Ai quem me dera ter outra vez 20 anos,https://vimeo.com/344754376,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,18 de junho de 2019,2019,Tiago Pereira,Raquel Fernandes,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #27,,,
v,2274,João Daniel,Fado Hilário,https://vimeo.com/344754593,1920 x 1080,Voz,fado,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,18 de junho de 2019,2019,Tiago Pereira,Raquel Fernandes,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #28,,,
xv,2275,Otávia Costa,Marinheiro,https://vimeo.com/344755423,1920 x 1080,Voz,fado,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,18 de junho de 2019,2019,Tiago Pereira,Raquel Fernandes,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #29,,,
v,2276,Margarida,Quem eu quero,https://vimeo.com/344758050,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,18 de junho de 2019,2019,Tiago Pereira,Raquel Fernandes,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #30,,,
v,2277,Bernardo Alves,Fui colher uma romã,https://vimeo.com/345020498,1920 x 1080,"Voz, viola acústica",cante,Não categorizado,Música narrativa,Idanha a nova,Castelo Branco,Beira Baixa,27 de junho de 2019,2019,Tiago Pereira,Sílvio Rosado,,,,,"embora o Bernardo seja do Estreito, Oleiros, Castelo Branco.",,,
xv,2278,Vasco Tristão da Silva,Aquela janela virada para o mar,https://vimeo.com/345666505,1920 x 1080,Voz,fado,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,18 de junho de 2019,2019,Tiago Pereira,Raquel Fernandes,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #31,,,
v,2279,Orquestra Desigual da Bairrada,Não se me dá que vindimem,https://vimeo.com/347404490,1920 x 1080,"Adufe, violino, viola acústica, clarinete, bandolim, cajón, guitarra portuguesa, voz",orquestra,Não categorizado,Música instrumental,Anadia,Aveiro,Beira Litoral,10 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2279,Orquestra Desigual da Bairrada,Vá de Binga,https://vimeo.com/349326314,1920 x 1080,"Adufe, violino, viola acústica, clarinete, bandolim, cajón, guitarra portuguesa, voz",orquestra,Não categorizado,Música instrumental,Anadia,Aveiro,Beira Litoral,10 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2280,Alexandre Barros,Que inveja tens tu das Rosas,https://vimeo.com/347621589,1920 x 1080,"Voz, viola acústica",,Não categorizado,Música narrativa,Anadia,Aveiro,Beira Litoral,11 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2280,Alexandre Barros,Chamarrita Nova,https://vimeo.com/674085797,1920 x 1080,"Voz, viola braguesa",,Não categorizado,Música narrativa,Lousã,Coimbra,Centro,23 de Janeiro de 2022,2022,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
xv,2280,Alexandre Barros,Meu pai,https://vimeo.com/669476378,1920 x 1080,Viola braguesa,instrumental,Não categorizado,Música instrumental,Lousã,Coimbra,Centro,23 de Janeiro de 2022,2022,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
v,2280,Alexandre Barros,Oh Filha vai-te deitar,https://vimeo.com/669168261,1920 x 1080,"Voz, viola acústica",,Não categorizado,Música narrativa,Lousã,Coimbra,Centro,23 de Janeiro de 2022,2022,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
v,2281,Tocata do Gefac,Costureira,https://vimeo.com/347881820,1920 x 1080,Voz,tocata,Não categorizado,Música de trabalho,Anadia,Aveiro,Beira Litoral,12 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2281,Tocata do Gefac,São João Baptista,https://vimeo.com/347896060,1920 x 1080,"Voz, bombo",tocata,Não categorizado,Música sacro-profana,Anadia,Aveiro,Beira Litoral,12 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2281,Tocata do Gefac,Alvíssaras,https://vimeo.com/382661158,1920 x 1080,"Voz, bombo",tocata,Não categorizado,Música sacro-profana,Anadia,Aveiro,Beira Litoral,12 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2281,Tocata e Cantata do Gefac,Moda da Esposada,https://vimeo.com/356591252,1920 x 1080,"Voz, bombo, pinhas, castanholas","tocata, moda",Não categorizado,Música secular/festiva/comunidade,Anadia,Aveiro,Beira Litoral,12 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2281,Tocata do Gefac,Chora a Videira,https://vimeo.com/349314548,1920 x 1080,Voz,"tocata, polifonia",Não categorizado,Música narrativa,Anadia,Aveiro,Beira Litoral,12 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2281,Tocata do Gefac,Merenda,https://vimeo.com/728589276,1920 x 1080,"Voz, viola acústica, concertina, viola de arame",tocata,Não categorizado,Música narrativa,Anadia,Aveiro,Beira Litoral,10 de julho de 2022,2022,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2281,Tocata do Gefac,Macelada,https://vimeo.com/728635140,1920 x 1080,"Voz, viola acústica, adufe, percussão",tocata,Não categorizado,Música narrativa,Anadia,Aveiro,Beira Litoral,10 de julho de 2022,2022,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2281,Tocata do Gefac,Coro das Maçadeiras,https://vimeo.com/728789113,1920 x 1080,"Voz, viola de arame, viola acústica, bandolim, percussão",tocata,Não categorizado,Música narrativa,Anadia,Aveiro,Beira Litoral,10 de julho de 2022,2022,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2281,Tocata do Gefac,Eito Fora,https://vimeo.com/728531610,1920 x 1080,Voz,"tocata, polifonia",Não categorizado,Música narrativa,Anadia,Aveiro,Beira Litoral,10 de julho de 2022,2022,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2281,Tocata do Gefac,Góta,https://vimeo.com/728640184,1920 x 1080,"Voz, viola de arame, viola acústica, bandolim, percussão",tocata,Não categorizado,Música narrativa,Anadia,Aveiro,Beira Litoral,10 de julho de 2022,2022,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2281,Tocata do GEFAC,Lengalenga,https://vimeo.com/728527072,1920 x 1080,"Voz, viola acústica, cavaquinho, pinhas, castanholas, viola campaniça, bandolim","tocata, lengalenga, cantiga",Não categorizado,Música narrativa,Anadia,Aveiro,Beira Litoral,10 de julho de 2022,2022,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2282,Manuel Flores,Pedra Filosofal,https://vimeo.com/347893179,1920 x 1080,"Voz, viola acústica, guitarra portuguesa",fado,Não categorizado,Música narrativa,Anadia,Aveiro,Beira Litoral,11 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2283,António da Conceição Gomes,Malmequer mentiroso,https://vimeo.com/356591696,1920 x 1080,"Harmónica, pandeireta, percussão",instrumental,Não categorizado,Música instrumental,Anadia,Aveiro,Beira Litoral,10 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2283,António da Conceição Gomes,Músicas em frente ao Clube de Ancas,https://vimeo.com/347928975,1920 x 1080,"Harmónica, pandeireta, percussão",instrumental,Não categorizado,Música instrumental,Anadia,Aveiro,Beira Litoral,10 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Clube de Ancas,Clube de Ancas,,,,,,
v,2285,Isidro Ventura,Rosinha,https://vimeo.com/388802963,1920 x 1080,Voz,,Não categorizado,Música narrativa,Salvaterra de Magos,Santarém,Ribatejo,27 de janeiro de 2020,2020,Tiago Pereira,Cristina Enes Garcia,Rosa Gomes,,,,,,,
xv,2286,"Helena Loureiro, Clara Carvalho, Raquel Ribeiro",À uma eu nasci,https://vimeo.com/358101215,1920 x 1080,Voz,"brincadeira, crianças",Não categorizado,Música infantil,Santo Tirso,Porto,Douro,17 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Napoleão Ribeiro,Câmara Municipal de Santo Tirso,,,,,,
xv,2286,"Helena Loureiro, Clara Carvalho, Raquel Ribeiro","Jogos Infantis, Branca de Neve",https://vimeo.com/348636290,1920 x 1080,Voz,"brincadeira, crianças",Não categorizado,Música infantil,Santo Tirso,Porto,Douro,17 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Napoleão Ribeiro,Câmara Municipal de Santo Tirso,,,,,,
xv,2286,"Helena Loureiro, Clara Carvalho, Raquel Ribeiro","Jogos Infantis, Croquete",https://vimeo.com/349278561,1920 x 1080,Voz,"brincadeira, crianças",Não categorizado,Música infantil,Santo Tirso,Porto,Douro,17 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Napoleão Ribeiro,Câmara Municipal de Santo Tirso,,,,,,
cv,2287,Nazaré de Jesus Ferreira,Bandeira Portuguesa,https://vimeo.com/348638662,1920 x 1080,Voz,,Não categorizado,Música narrativa,Santo Tirso,Porto,Douro,17 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Napoleão Ribeiro,Câmara Municipal de Santo Tirso,,,,,,
v,2288,João Silva (Cascão),Chula,https://vimeo.com/348772136,1920 x 1080,Castanholas,,Não categorizado,Música secular/festiva/comunidade,Santo Tirso,Porto,Douro,17 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Napoleão Ribeiro,Câmara Municipal de Santo Tirso,,,,,,
v,2288,João Silva (Cascão),Senhora da Assunção,https://vimeo.com/349217051,1920 x 1080,"Voz, castanholas",,Não categorizado,Música sacro-profana,Santo Tirso,Porto,Douro,17 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Napoleão Ribeiro,Câmara Municipal de Santo Tirso,,,,,,
v,2288,João Silva (Cascão),Cantigas soltas,https://vimeo.com/348818536,1920 x 1080,"Voz, viola viola amarantina",,Não categorizado,Música narrativa,Santo Tirso,Porto,Douro,17 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Napoleão Ribeiro,Câmara Municipal de Santo Tirso,,,,,,
v,2289,Pontas soltas,Desatino,https://vimeo.com/349001344,1920 x 1080,"Voz, cordofones",banda,Não categorizado,Música narrativa,Santo Tirso,Porto,Douro,18 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Napoleão Ribeiro,Câmara Municipal de Santo Tirso,,,,,,
v,2289,Pontas soltas,Rapaz Novo,https://vimeo.com/356598327,1920 x 1080,"Voz, cordofones",banda,Não categorizado,Música narrativa,Santo Tirso,Porto,Douro,18 de julho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Napoleão Ribeiro,Câmara Municipal de Santo Tirso,,,,,,
